X,cntry,gndr,nwspol,netustm,agea,eduyrs,netusoft,ppltrst,pplfair,pplhlp,polintr,psppsgva,actrolga,psppipla,cptppola,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,prtdgcl,lrscale,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,mnrgtjb,freehms,hmsfmlsh,hmsacld,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inprdsc,sclact,aesfdrk,health,hlthhmp,atchctr,atcherp,rlgdgr,rlgatnd,pray,gvrfgap,rfgfrpc,rfgbfml,elgcoal,elgngas,elghydr,elgnuc,elgsun,elgwind,elgbio,wrenexp,wrdpimp,wrtcfl,clmthgt1,wrclmch,lklmten,gvsrdcc,inctxff,sbsrnen,dfincac,smdfslv,uemplwk,slvpens,slvuemp,gvslvol,gvslvue,sbstrec,sbprvpv,sbeqsoc,sbbsntx,sblazy,sblwcoa,imsclbn,uentrjb,lbenent,bennent,admub,ubpay,ubedu,ubunp,ub50pay,ub50edu,ub50unp,ub20pay,ub20edu,ub20unp,ubsppay,ubspedu,ubspunp,bnlwinc,eduunmp,wrkprbf,basinc,eusclbf,eudcnbf,lkuemp,lknemny,hhmmb,domicil,estsz,wkdcorga,iorgact,hinctnta,hincfel,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun
8370,DE,2,20,180,22,15,5,7,6,4,3,3,3,3,2,7,8,8,7,6,7,6,4,3,8,7,8,4,6,5,1,4,2,4,9,3,3,4,7,7,6,7,6,4,3,3,4,1,8,7,5,3,6,3,2,4,2,4,5,1,5,4,4,3,4,2,NA,4,3,6,4,5,3,4,3,6,4,8,8,4,2,4,2,3,3,2,3,4,3,1,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,2,2,2,4,3,2,6,4,7,3,6,4,6,5,6,4,4,5,3,5,6,6,5,5,2,4,5,6,4,4,3
25280,IL,1,0,NA,NA,15,5,3,8,3,3,2,1,2,1,3,7,5,2,3,NA,2,NA,5,1,2,6,5,6,5,1,5,4,5,7,3,3,2,6,7,7,1,6,6,2,3,3,2,1,3,6,5,4,3,2,5,2,5,5,1,5,5,5,4,4,3,NA,4,2,3,2,4,4,5,5,3,3,8,8,2,2,2,3,3,3,2,2,5,5,1,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,1,1,1,3,1,10,10,NA,3,6,6,6,6,6,6,1,3,3,4,6,4,6,6,6,2,5,4,6,3,4
26548,IL,1,180,600,20,12,5,5,8,1,4,3,2,2,1,0,0,0,0,0,3,4,NA,7,3,2,1,6,5,5,1,3,2,4,7,4,2,3,6,4,4,4,5,3,1,4,5,1,5,6,2,1,1,5,4,5,1,5,5,4,5,4,5,2,3,NA,NA,4,NA,NA,2,5,3,4,NA,0,3,6,5,4,3,2,3,3,4,4,2,4,3,2,NA,NA,NA,4,3,4,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,1,3,4,4,5,0,0,1,1,6,6,6,6,6,6,6,6,6,3,5,5,4,4,5,5,6,5,5,5,4
32452,LT,2,150,NA,68,11,2,4,2,5,3,1,NA,1,NA,5,5,7,3,0,8,9,NA,NA,6,5,4,6,2,5,3,1,3,1,2,3,2,1,2,5,4,6,5,2,3,3,3,2,10,5,8,5,7,NA,1,4,3,4,5,5,4,4,3,5,3,2,NA,2,4,7,2,3,2,5,3,3,7,10,10,4,2,2,2,2,2,4,NA,NA,NA,1,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,4,4,5,1,4,2,2,3,7,0,4,2,3,2,6,3,6,4,4,4,5,5,4,6,3,6,4,6,6,6,6,5,5
37599,PL,1,120,60,51,17,5,5,5,0,1,1,NA,1,1,2,2,2,0,0,1,2,NA,NA,0,0,1,2,0,1,1,5,1,1,NA,3,3,3,8,5,5,10,3,0,1,3,4,1,NA,0,NA,NA,NA,NA,NA,1,4,5,3,2,3,4,4,3,3,2,NA,2,5,3,2,4,2,2,4,3,2,8,5,5,2,1,4,5,4,2,5,4,5,1,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,1,1,2,1,1,3,2,5,0,0,NA,3,5,4,4,5,6,5,3,4,3,2,4,5,5,4,6,4,6,6,5,4,5
30689,IT,1,120,60,61,20,4,3,3,3,3,2,2,1,3,5,4,6,2,5,5,5,NA,3,2,2,4,NA,2,4,2,4,1,4,8,4,4,4,8,8,NA,3,6,3,2,3,3,1,8,8,1,2,4,4,1,4,1,3,4,1,4,4,4,3,3,2,NA,4,2,5,3,4,1,5,6,4,2,7,7,2,4,5,1,1,1,2,2,4,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,4,3,4,1,3,1,3,1,8,8,NA,3,4,2,6,5,5,4,2,3,4,1,4,3,5,4,2,4,5,5,5,5,2
15326,FI,1,60,15,58,9,4,8,8,8,2,3,2,3,1,10,10,10,8,6,5,8,3,3,9,8,8,8,10,5,1,5,1,5,5,4,4,4,8,8,8,10,5,2,4,4,5,1,10,5,0,1,1,5,1,5,1,1,1,1,5,5,5,3,3,1,NA,3,7,8,5,5,2,4,3,2,2,10,10,1,4,4,4,1,2,5,2,4,2,3,NA,NA,NA,NA,NA,NA,4,3,4,NA,NA,NA,2,2,3,3,3,2,3,2,3,3,4,9,0,9,4,3,1,6,4,5,6,1,6,4,5,5,6,2,6,4,5,2,6,6,5,5
39256,RU,2,60,240,72,17,5,4,5,6,2,3,3,3,3,6,4,6,2,2,3,7,NA,4,2,7,5,4,8,4,4,3,4,3,4,3,3,2,4,1,3,6,2,3,3,3,3,1,9,7,1,1,1,2,4,4,3,3,4,4,3,3,2,2,2,2,NA,2,7,5,4,3,1,3,2,5,4,6,7,2,2,3,2,4,2,2,3,2,2,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,3,NA,NA,NA,1,4,5,4,5,7,8,3,5,3,4,5,5,6,4,4,3,3,4,4,3,3,2,3,5,4,6,6,4
19640,GB,2,30,720,54,11,5,6,5,3,3,2,1,1,2,5,6,6,3,3,3,3,NA,5,5,5,5,4,5,2,1,4,1,2,2,2,2,1,3,4,3,8,6,4,4,3,5,1,8,5,3,1,1,2,3,2,2,3,5,1,4,2,4,3,4,3,NA,3,4,5,2,4,4,2,4,6,6,8,5,4,4,2,4,4,2,3,2,2,4,2,NA,NA,NA,1,1,4,NA,NA,NA,NA,NA,NA,2,3,3,1,3,2,1,1,2,3,5,8,0,9,4,2,2,5,2,3,3,1,5,3,3,2,5,2,3,2,2,2,6,4,2,2
38769,PT,1,60,120,41,17,5,4,5,5,2,3,3,3,2,5,6,8,4,4,5,7,3,10,4,4,6,6,5,5,2,4,3,2,6,3,3,3,8,5,5,7,7,4,3,4,4,1,8,6,7,4,4,4,3,4,3,3,5,1,5,5,3,4,3,3,NA,3,4,3,4,5,2,3,2,5,6,8,6,2,2,2,2,2,2,2,2,4,2,2,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,1,1,2,2,3,3,1,1,2,3,4,8,7,9,4,4,2,5,5,6,4,3,4,4,5,6,4,3,5,2,4,3,5,4,4,5
15427,FI,2,30,60,58,10,5,8,9,4,2,2,4,4,4,3,3,8,0,4,4,7,NA,0,1,1,3,5,7,4,1,5,2,5,4,3,3,4,5,8,5,10,5,5,1,3,3,3,10,4,2,1,2,5,1,5,2,2,3,1,5,5,5,4,4,5,NA,4,2,3,3,4,1,4,9,2,0,5,8,3,3,2,2,3,2,2,2,5,2,2,NA,NA,NA,4,2,4,NA,NA,NA,NA,NA,NA,3,3,2,1,3,3,NA,2,2,2,1,0,0,6,3,6,1,6,2,6,6,6,5,5,6,5,6,1,5,1,1,5,6,5,2,5
44301,SI,1,30,60,54,17,5,8,8,6,2,3,2,4,2,6,7,8,5,5,7,7,3,1,8,6,8,7,7,5,1,5,1,5,5,4,4,4,7,7,7,8,4,3,3,4,5,1,6,6,1,1,1,4,2,4,2,2,4,4,4,2,3,2,2,2,NA,3,3,3,3,4,2,4,3,5,2,7,6,2,4,4,2,2,2,4,2,2,3,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,3,NA,2,2,5,1,4,8,5,NA,4,5,2,5,4,3,4,3,5,5,4,4,4,3,3,3,4,3,4,5,3,3
32494,LT,2,60,480,58,16,5,5,5,5,3,1,1,1,1,1,1,1,1,1,10,10,3,10,1,5,5,NA,5,5,3,1,3,1,1,1,1,1,1,1,1,5,4,2,3,2,3,2,10,10,8,4,7,2,4,4,1,3,3,1,5,5,5,5,3,3,NA,4,5,5,5,5,2,4,7,1,5,10,5,2,4,4,2,4,3,1,4,NA,NA,2,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,3,3,3,3,3,5,2,2,1,5,2,10,1,6,4,2,4,5,5,5,1,5,5,5,3,5,3,5,6,2,5,5,3,5,5,2
7890,DE,1,150,150,65,16,5,7,7,6,2,3,3,3,3,8,6,7,7,5,5,5,3,3,7,6,8,6,6,4,3,5,1,5,5,3,3,3,6,9,7,8,6,4,3,4,3,2,8,6,0,1,1,4,3,3,3,2,4,1,4,4,4,3,3,2,NA,3,2,4,2,4,4,3,2,7,3,8,5,3,4,3,3,4,4,4,4,4,4,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,3,2,1,1,2,3,4,8,3,6,4,4,2,5,2,5,4,6,5,5,2,5,5,2,4,2,5,2,5,5,5,2
9806,DE,1,30,NA,84,8,1,6,5,8,2,3,1,2,3,6,8,9,4,2,5,NA,3,3,5,3,3,NA,8,4,2,4,2,2,7,3,2,3,6,6,5,5,5,1,1,2,3,3,7,4,1,1,1,2,4,3,4,3,5,1,5,4,5,4,3,NA,NA,3,5,2,2,4,3,4,3,8,5,6,4,4,4,2,3,2,4,3,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,3,2,3,NA,NA,NA,1,1,3,4,0,0,2,4,4,1,4,1,6,2,5,5,5,5,4,5,2,6,2,5,4,5,5,5,4
41474,RU,1,0,480,21,14,5,5,5,5,3,1,1,1,3,5,5,5,5,5,5,5,NA,3,5,5,5,5,5,3,4,5,5,1,5,2,2,1,5,4,3,10,4,1,3,3,4,1,5,5,5,1,1,3,4,3,1,2,3,3,3,3,3,3,3,3,1,NA,NA,NA,3,3,3,3,NA,0,0,10,10,3,3,3,3,5,3,2,3,3,3,3,NA,NA,NA,NA,NA,NA,3,2,3,NA,NA,NA,3,2,2,2,NA,NA,2,2,5,3,2,8,7,NA,3,4,3,3,4,5,4,3,3,4,3,4,3,2,2,4,3,3,3,4,3,4
16738,FR,1,60,NA,70,11,1,5,7,5,3,1,3,2,2,3,2,6,2,1,0,3,1,5,5,6,3,3,7,5,2,4,2,1,2,3,3,2,2,2,3,6,4,4,3,3,3,2,7,4,0,1,1,5,3,2,2,3,5,3,3,3,3,3,3,3,NA,3,4,3,2,4,4,2,3,3,2,10,8,4,4,4,3,4,4,3,3,4,4,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,2,1,2,2,3,3,0,3,4,3,4,2,3,3,4,3,3,4,3,5,4,5,3,6,2,4,3,4,6,3,4
34506,NL,2,10,0,76,8,5,3,3,4,3,1,1,1,1,5,6,6,5,5,5,3,3,5,6,5,6,NA,6,3,1,5,2,2,6,2,2,2,4,4,1,7,6,0,3,2,4,1,8,7,0,3,1,2,3,3,2,3,4,1,4,4,1,3,3,4,NA,5,6,6,1,4,3,3,7,6,5,5,6,3,3,3,3,4,4,2,3,3,3,3,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,3,1,1,1,2,NA,2,1,2,1,5,3,4,3,4,1,5,5,5,3,4,4,2,4,5,4,3,6,3,5,5,5,6,5,4
23446,IE,1,0,360,19,10,5,5,2,3,4,2,3,2,3,3,8,9,5,4,5,6,2,5,8,4,7,1,8,5,5,1,5,1,2,3,2,4,9,2,2,9,7,2,4,3,4,1,3,3,10,4,7,4,4,4,4,3,4,1,4,5,5,3,3,2,NA,3,4,3,2,4,5,5,6,6,5,7,8,4,4,4,4,4,3,3,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,3,3,3,3,2,NA,2,NA,3,3,0,0,2,4,5,5,6,5,5,5,5,6,6,2,6,6,5,5,6,5,3,6,6,6,5
114,AT,1,45,NA,65,12,1,5,5,5,2,3,3,3,3,7,9,10,6,6,5,7,NA,3,6,6,7,7,8,5,1,3,1,3,4,3,2,2,3,4,4,8,5,2,3,4,4,1,10,8,5,4,2,3,4,1,NA,NA,5,5,5,5,5,2,2,1,2,NA,NA,NA,3,3,2,5,4,7,8,10,10,2,4,4,3,1,2,1,3,4,3,3,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,2,1,3,3,3,2,NA,NA,2,2,2,10,9,5,4,4,3,4,6,6,1,5,5,6,3,6,6,3,5,1,6,6,6,5,1,6
31091,LT,1,30,NA,21,13,5,10,10,8,4,2,1,2,NA,6,5,7,3,3,8,7,NA,NA,7,7,8,10,10,5,5,5,1,5,10,4,4,4,10,10,10,10,7,3,4,4,5,1,10,10,3,3,1,5,5,5,2,5,5,5,5,5,5,1,1,2,NA,3,10,10,3,5,4,4,NA,5,5,7,7,2,3,2,4,3,3,5,3,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,3,4,1,1,3,3,NA,NA,NA,NA,3,6,6,4,6,5,6,2,2,1,6,6,3,6,6,6,4,5,6,5,5,6
30224,IT,2,60,300,54,13,5,2,5,4,3,2,2,2,2,2,3,4,1,1,4,4,NA,6,2,2,3,6,6,4,1,4,1,4,3,2,1,1,5,5,5,8,4,2,3,3,4,1,6,6,6,3,6,2,3,3,2,4,5,1,5,5,3,3,3,4,NA,3,5,6,2,4,3,3,7,5,5,7,6,2,2,3,3,2,4,2,4,4,4,3,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,2,4,3,3,4,4,2,2,4,3,1,7,4,8,3,5,5,5,5,6,4,5,5,5,5,5,6,5,5,4,5,5,5,6,6,5
10855,EE,2,60,510,44,15,5,8,8,8,3,2,2,2,2,5,7,8,4,4,4,5,NA,5,5,4,4,6,5,4,2,5,1,4,5,3,3,3,7,7,5,9,7,3,3,3,4,1,9,7,5,1,2,2,3,4,2,2,5,1,5,5,5,3,2,2,NA,2,2,3,1,4,2,4,3,6,4,8,7,3,4,2,3,2,2,3,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,2,2,2,2,3,3,2,2,2,1,4,7,0,8,3,3,2,4,4,5,3,3,5,3,6,6,5,3,4,3,5,5,6,4,4,3
5892,CZ,2,210,NA,63,NA,3,3,3,3,3,2,3,3,2,4,8,6,7,2,5,7,NA,4,4,5,1,2,5,3,2,3,5,4,4,3,2,3,4,2,3,8,4,3,3,3,4,2,4,5,3,6,6,4,3,4,1,3,1,2,4,3,1,2,2,3,NA,2,5,3,4,1,4,1,4,4,2,4,7,3,4,1,2,4,3,3,3,4,2,2,NA,NA,NA,3,2,4,NA,NA,NA,NA,NA,NA,2,2,3,4,3,2,2,3,2,2,3,3,6,5,3,4,5,6,2,3,4,5,2,3,1,3,5,2,4,2,6,6,2,4,1,3
9378,DE,1,30,60,45,16,5,4,7,7,1,3,5,2,5,4,4,3,4,2,4,4,2,5,8,3,3,3,3,4,1,5,1,4,8,4,3,3,8,4,5,8,6,4,3,3,5,1,8,6,7,4,2,2,3,4,1,2,4,1,4,4,2,3,2,3,NA,3,2,2,2,5,4,2,2,7,5,7,6,2,4,2,2,4,4,3,3,4,4,1,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,3,2,1,1,5,3,2,10,10,10,4,5,2,5,4,3,1,4,3,4,4,6,5,5,4,2,5,5,5,5,5,1
44096,SI,2,60,80,40,17,4,7,4,4,2,2,3,2,3,2,3,3,2,1,3,3,NA,6,4,3,3,6,3,4,1,4,2,1,7,2,2,3,4,3,2,6,5,4,3,3,4,1,6,6,8,4,3,2,4,2,2,2,3,1,4,4,2,4,4,3,NA,4,3,4,4,4,4,4,3,6,7,8,7,2,4,4,2,2,2,2,2,4,4,2,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,3,2,3,2,3,4,2,3,6,2,3,4,6,6,3,6,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3
35595,NO,2,120,NA,68,12,1,9,0,6,3,2,3,3,2,10,10,10,7,7,8,9,NA,7,9,8,9,8,9,4,2,5,1,5,3,4,4,4,5,7,8,9,5,4,4,4,5,1,10,8,4,1,6,4,2,4,1,3,4,1,5,4,3,2,2,1,NA,4,3,3,4,4,4,3,4,9,5,2,2,2,4,4,2,2,2,4,2,2,2,2,NA,NA,NA,4,3,1,NA,NA,NA,NA,NA,NA,2,3,3,3,NA,NA,NA,1,2,1,1,10,10,6,4,4,1,6,2,5,3,6,5,4,2,3,6,2,5,2,5,2,5,6,6,2
20536,HU,2,120,NA,65,10,1,2,4,5,2,3,3,3,3,6,8,9,7,8,3,4,3,8,7,7,7,5,5,4,2,1,5,1,0,3,1,1,0,0,0,6,1,1,1,3,4,1,10,7,2,3,3,1,NA,NA,5,4,5,3,5,5,5,3,3,3,NA,3,8,8,1,5,2,4,4,3,7,8,4,2,4,4,3,4,2,1,4,3,4,3,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,2,2,2,4,4,4,1,1,1,5,1,4,3,NA,2,5,5,5,4,5,4,3,5,5,5,5,5,3,5,5,5,6,6,5,6,6
181,AT,2,120,120,55,14,4,8,10,9,2,4,2,3,1,3,4,4,2,1,3,3,NA,2,3,3,4,4,6,5,1,5,1,5,10,4,4,4,10,10,10,8,6,2,2,4,4,1,3,3,1,1,1,4,1,4,1,1,4,1,5,4,4,2,3,2,NA,3,5,4,4,5,1,5,2,5,5,5,5,2,2,1,5,1,1,5,3,3,3,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,4,3,3,1,NA,2,2,1,10,10,1,3,4,2,6,4,3,4,1,6,4,5,6,5,4,3,5,3,2,4,4,2,4
15068,FI,2,30,120,35,15,5,7,9,7,2,2,2,2,2,3,2,8,1,1,6,8,3,3,2,2,5,9,6,3,1,4,1,1,1,2,2,2,1,5,3,7,7,3,3,4,4,1,6,4,7,2,2,2,4,5,3,4,3,3,2,3,5,3,3,2,NA,2,3,5,4,5,4,2,6,6,3,8,9,3,4,4,3,4,4,2,5,3,4,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,1,1,4,3,2,4,5,8,3,2,3,5,3,6,4,5,6,5,4,2,6,2,6,4,4,3,5,2,2,4
15232,FI,2,75,90,46,21,5,10,8,6,1,3,4,3,4,7,7,9,7,8,8,9,3,8,9,7,9,9,9,2,1,5,1,5,5,4,3,3,7,9,5,9,6,2,3,4,3,1,10,9,9,3,4,3,2,4,2,2,2,1,5,5,5,2,5,2,NA,5,6,8,5,5,4,4,4,8,8,9,9,3,4,4,4,4,4,2,3,2,3,2,NA,NA,NA,2,3,4,NA,NA,NA,NA,NA,NA,3,3,3,3,2,2,2,1,4,4,3,9,10,9,4,6,2,6,6,5,6,5,6,4,4,3,6,6,6,4,5,3,6,6,5,4
39541,RU,1,90,60,51,12,4,8,3,4,1,1,1,1,1,3,5,5,0,0,5,3,NA,NA,5,5,5,5,0,4,4,1,1,1,5,2,2,1,5,5,5,7,4,1,3,2,3,2,8,0,6,3,3,3,4,4,5,3,2,2,3,3,1,5,2,3,3,NA,NA,NA,3,1,2,3,NA,0,0,10,10,2,3,4,2,1,1,3,3,5,3,2,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,2,NA,3,3,NA,NA,3,3,1,5,1,0,0,NA,2,5,5,6,6,6,5,5,6,4,3,4,5,5,5,4,4,5,5,5,6,6
34567,NL,2,20,120,59,11,5,6,6,6,2,2,2,2,1,6,3,5,5,5,2,5,NA,6,7,6,6,2,8,3,1,4,2,2,3,2,2,2,5,7,5,8,4,2,1,2,3,1,5,5,7,2,7,2,3,3,1,3,4,2,5,5,5,4,5,3,NA,3,3,4,2,5,4,2,5,8,7,8,5,3,3,2,3,5,4,3,5,2,5,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,2,3,NA,1,3,3,4,10,0,NA,4,5,3,4,3,5,4,6,5,5,2,5,6,4,5,2,6,2,6,4,4,3
37656,PL,2,90,120,58,18,5,7,5,5,2,3,3,3,3,5,7,9,3,3,3,6,3,10,7,8,8,6,5,4,2,4,2,1,5,3,2,2,5,7,6,9,2,4,3,4,4,1,10,9,10,5,7,4,3,4,4,4,3,2,4,2,2,3,4,3,NA,3,3,4,3,4,4,2,2,4,1,6,4,2,4,4,2,2,2,5,2,2,4,3,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,2,3,3,2,3,4,2,2,3,2,4,10,9,10,3,1,1,5,2,5,2,5,5,6,2,5,5,3,5,2,5,4,5,5,5,3
37409,PL,2,240,NA,77,7,1,0,5,6,1,4,3,3,3,10,0,10,9,9,2,8,3,10,8,10,10,10,8,4,1,1,5,1,8,3,3,3,0,5,5,8,4,6,3,2,4,1,10,3,8,7,3,3,4,1,4,3,2,2,1,NA,2,2,3,2,NA,2,NA,NA,2,2,NA,4,NA,6,4,10,9,2,4,4,1,3,3,3,3,4,3,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,2,4,2,1,10,8,NA,3,2,1,6,NA,6,1,5,NA,5,2,2,3,2,6,1,6,6,6,6,6,1
9256,DE,1,90,390,61,12,5,8,8,5,1,3,3,3,4,7,8,9,6,6,6,6,NA,2,7,7,7,8,8,2,2,4,2,3,7,3,3,3,6,7,5,9,6,4,3,3,4,1,10,7,0,1,1,3,4,2,2,3,3,2,4,2,4,3,3,2,NA,3,5,3,4,4,4,4,2,8,4,5,4,3,3,4,3,4,4,2,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,2,3,1,2,3,1,1,2,5,4,9,6,8,4,5,3,4,3,5,3,4,4,4,5,5,5,3,4,4,4,3,5,5,5,5
42527,SE,2,30,120,43,20,5,7,7,5,2,3,4,3,4,7,9,7,6,5,6,8,2,3,8,7,8,7,6,4,1,5,3,4,5,4,4,4,5,7,7,6,5,3,2,3,4,1,8,6,3,3,2,4,1,3,1,3,3,2,5,5,4,2,3,2,NA,4,5,6,5,4,4,4,2,4,4,7,7,2,4,4,3,3,4,4,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,3,3,2,3,3,4,1,1,4,5,4,8,7,10,4,5,2,5,6,4,3,4,4,5,3,5,4,5,3,3,4,5,4,5,2,4
39870,RU,2,60,NA,77,8,1,3,4,5,4,1,1,1,1,5,5,6,1,2,1,2,NA,5,4,4,5,6,5,4,3,1,1,1,2,1,1,NA,3,3,2,5,NA,2,3,3,2,1,9,0,6,4,4,1,4,1,NA,4,3,3,4,NA,NA,3,2,2,NA,2,2,3,4,3,3,4,NA,0,0,10,4,4,3,3,2,4,4,3,4,2,NA,2,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,2,2,2,3,NA,NA,NA,3,1,3,4,1,1,1,2,2,3,3,NA,5,2,NA,2,5,1,5,NA,NA,3,5,NA,2,5,5,6,5
18560,GB,2,30,NA,73,10,1,0,5,5,4,3,1,2,1,7,10,10,1,1,0,3,NA,10,6,6,9,9,9,4,1,4,2,3,3,3,2,2,4,2,4,10,7,0,3,3,5,1,10,3,9,1,7,4,3,3,3,3,3,2,4,2,2,4,2,4,NA,2,5,5,1,4,4,3,7,8,5,7,6,3,4,3,3,4,4,2,4,3,3,2,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,2,3,2,2,2,2,NA,2,1,3,5,8,0,NA,3,6,1,6,1,6,5,6,6,6,2,6,6,2,6,2,6,2,6,6,6,4
11794,EE,2,30,360,26,16,4,5,9,7,2,2,2,2,2,5,5,5,5,5,5,5,NA,5,3,5,3,6,4,4,2,3,3,3,3,2,2,2,3,NA,3,7,5,4,3,3,4,1,9,6,5,3,2,2,3,1,1,1,2,2,3,3,4,4,3,2,NA,3,5,7,2,4,2,3,5,1,1,9,8,2,4,4,2,2,2,2,3,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,2,2,3,3,3,4,3,3,3,5,3,5,5,4,2,4,3,4,4,6,4,4,5,4,4,5,5,5,5,4,5,3,5,5,5,4
13986,ES,2,60,120,58,12,5,7,7,7,2,2,3,2,1,4,5,5,3,3,3,5,2,3,3,3,7,5,5,5,1,5,1,5,10,4,4,4,9,9,9,7,4,4,4,3,5,1,6,5,2,1,2,5,1,5,3,3,5,1,5,5,2,5,5,3,NA,5,3,3,4,4,2,4,3,3,3,2,2,2,2,4,2,2,2,5,2,4,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,3,NA,NA,2,2,2,NA,6,0,4,3,4,2,6,2,6,3,4,6,6,3,5,5,2,5,4,5,6,6,5,2,3
35134,NO,1,60,120,38,18,5,7,6,6,3,3,2,4,4,8,9,9,8,8,7,9,2,6,8,6,9,7,7,4,2,5,1,4,4,3,3,4,4,6,5,9,6,4,3,4,4,1,9,2,3,3,6,4,2,4,1,4,5,1,3,4,3,2,2,2,NA,3,2,4,4,5,3,4,2,5,7,9,6,2,4,4,2,4,3,3,2,2,4,2,NA,NA,NA,4,3,1,NA,NA,NA,NA,NA,NA,3,3,2,2,NA,NA,1,1,3,4,5,9,8,8,4,2,2,5,4,4,4,4,4,2,4,4,5,4,4,4,3,3,5,4,3,3
12667,ES,1,90,600,50,13,4,5,5,5,2,2,1,1,2,0,1,3,0,0,0,1,3,3,2,0,1,3,3,5,1,5,2,5,7,4,4,NA,7,8,6,7,6,5,4,3,4,1,1,7,0,1,1,5,2,4,1,3,4,1,5,4,4,3,3,2,NA,3,5,4,3,5,2,4,4,2,2,9,7,4,4,5,2,2,3,5,1,4,2,3,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,2,2,3,2,3,4,2,2,3,5,2,8,4,6,3,6,2,6,4,3,5,1,6,5,5,5,4,2,4,6,3,2,5,5,3,4
34063,NL,1,1211,5,29,11,5,4,5,3,2,2,3,2,3,1,6,6,3,3,4,5,3,7,6,6,7,7,7,2,2,4,2,4,1,3,2,2,4,8,2,8,7,5,3,3,3,1,6,3,6,1,1,2,2,4,1,2,4,1,5,4,4,3,4,4,NA,3,3,8,1,5,4,2,2,3,6,10,5,3,4,2,4,4,3,5,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,3,3,2,2,2,2,2,3,1,5,4,7,3,5,4,4,5,3,4,3,4,3,5,5,5,4,4,4,3,4,5,5,5,5
