X,cntry,gndr,nwspol,netustm,agea,eduyrs,netusoft,ppltrst,pplfair,pplhlp,polintr,psppsgva,actrolga,psppipla,cptppola,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,prtdgcl,lrscale,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,mnrgtjb,freehms,hmsfmlsh,hmsacld,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inprdsc,sclact,aesfdrk,health,hlthhmp,atchctr,atcherp,rlgdgr,rlgatnd,pray,gvrfgap,rfgfrpc,rfgbfml,elgcoal,elgngas,elghydr,elgnuc,elgsun,elgwind,elgbio,wrenexp,wrdpimp,wrtcfl,clmthgt1,wrclmch,lklmten,gvsrdcc,inctxff,sbsrnen,dfincac,smdfslv,uemplwk,slvpens,slvuemp,gvslvol,gvslvue,sbstrec,sbprvpv,sbeqsoc,sbbsntx,sblazy,sblwcoa,imsclbn,uentrjb,lbenent,bennent,admub,ubpay,ubedu,ubunp,ub50pay,ub50edu,ub50unp,ub20pay,ub20edu,ub20unp,ubsppay,ubspedu,ubspunp,bnlwinc,eduunmp,wrkprbf,basinc,eusclbf,eudcnbf,lkuemp,lknemny,hhmmb,domicil,estsz,wkdcorga,iorgact,hinctnta,hincfel,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun
30531,IT,1,NA,180,19,13,5,5,NA,4,3,2,NA,2,NA,8,5,5,2,1,2,NA,NA,NA,5,NA,7,7,6,NA,NA,4,1,5,NA,3,NA,NA,NA,6,NA,10,7,NA,3,NA,5,1,9,NA,7,NA,2,NA,NA,4,1,1,5,NA,5,5,3,NA,NA,2,NA,3,3,3,3,5,2,3,5,3,NA,10,5,3,2,2,3,4,4,5,4,3,5,3,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,3,4,NA,NA,2,4,NA,5,5,NA,NA,NA,NA,NA,4,NA,4,3,6,4,4,3,6,3,3,4,4,6,3,6,5,6,6,5,4
36904,PL,1,60,240,17,10,5,5,4,3,2,3,4,3,3,5,6,7,5,5,4,4,2,7,5,5,5,6,6,5,4,2,5,1,8,3,3,3,4,7,5,7,7,4,4,4,5,1,5,5,6,4,7,4,2,1,2,3,3,3,4,3,2,3,2,3,NA,2,2,6,1,4,5,3,4,3,4,10,8,3,4,4,3,2,2,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,2,3,4,3,5,NA,1,6,2,NA,NA,NA,9,4,5,6,4,6,5,6,3,4,3,6,6,4,5,5,6,5,4,5,3,4,6
27760,IS,2,60,120,67,10,5,2,4,5,3,2,1,1,1,3,3,5,3,3,NA,NA,2,NA,6,NA,NA,8,3,5,2,4,1,4,NA,3,3,3,2,NA,8,10,5,1,3,3,3,2,10,NA,8,2,5,2,NA,4,1,NA,4,1,3,3,NA,4,1,3,NA,3,4,NA,2,2,2,2,NA,4,4,10,9,NA,4,4,NA,NA,2,NA,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,4,1,2,2,NA,NA,1,1,2,2,1,5,0,4,4,5,2,5,2,5,4,6,5,5,5,5,6,5,6,2,2,5,6,5,6,4
33854,NL,1,70,480,32,19,5,7,7,4,3,2,3,2,2,4,7,5,4,4,4,6,2,8,7,5,5,6,5,2,1,4,2,4,5,2,2,2,1,2,3,7,7,6,4,3,4,1,8,1,3,1,1,1,3,4,2,3,5,1,5,5,5,1,2,2,NA,2,6,6,1,4,2,3,1,2,6,7,2,4,3,4,4,4,4,3,4,3,4,2,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,3,3,2,3,2,2,1,1,2,5,4,8,5,5,4,5,3,4,3,3,4,4,5,4,4,5,5,5,6,4,5,5,6,3,5,5
29091,IT,2,120,NA,76,10,1,8,5,2,2,2,3,3,2,NA,NA,8,NA,5,NA,NA,NA,7,4,6,6,5,3,4,5,NA,NA,NA,10,3,1,1,0,5,0,5,4,2,4,2,3,1,10,3,NA,NA,NA,2,4,3,1,3,5,1,5,5,5,3,4,2,NA,3,3,1,2,3,4,4,4,4,2,10,10,2,4,4,4,4,4,2,4,4,5,1,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,3,2,1,1,1,1,1,10,10,4,3,5,4,2,5,5,5,2,2,2,6,6,5,4,6,1,5,4,5,6,6,3
14493,FI,2,30,60,39,17,5,7,7,8,3,2,2,2,2,5,8,9,4,4,7,8,NA,5,6,6,8,8,7,4,1,4,2,3,3,NA,NA,NA,5,6,4,9,5,1,2,3,4,1,9,7,2,1,1,2,3,4,2,3,3,2,4,4,4,4,2,3,NA,2,3,4,4,4,2,4,4,4,4,8,7,3,4,4,3,4,2,3,3,3,3,2,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,3,2,3,2,2,1,2,5,5,3,9,2,9,3,3,2,4,4,3,4,4,4,4,4,4,5,2,5,2,4,4,5,5,5,3
22009,IE,1,90,60,55,15,5,8,6,8,3,2,3,4,3,7,6,6,6,6,2,2,NA,8,7,5,6,4,0,4,3,3,2,3,3,1,1,1,2,3,6,5,4,2,2,3,5,1,6,3,6,5,6,4,4,3,4,3,4,3,3,4,3,2,3,3,NA,3,6,5,3,3,4,4,2,2,6,4,5,4,3,3,4,3,4,2,4,4,3,3,NA,NA,NA,NA,NA,NA,3,3,1,NA,NA,NA,3,1,3,3,4,4,3,3,2,1,4,2,2,5,3,4,3,4,4,3,4,3,4,4,5,3,2,4,3,5,3,5,3,2,4,5
7553,CZ,2,120,360,23,17,5,3,4,3,1,3,2,3,2,7,8,5,1,1,8,8,NA,8,7,7,8,8,7,2,1,5,1,4,6,3,3,3,4,7,6,10,6,3,3,3,5,1,9,8,1,2,1,3,2,4,2,2,5,2,5,5,2,2,2,1,NA,3,1,1,5,4,3,3,6,4,0,5,5,5,2,2,4,4,4,2,4,5,2,1,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2,2,3,3,2,5,3,8,0,6,4,2,6,3,5,5,4,2,5,2,6,6,5,6,3,6,3,4,6,6,4,5
40311,RU,1,10,195,32,17,5,3,2,3,2,3,3,3,2,10,9,6,2,7,3,4,2,5,8,7,5,1,2,2,1,1,5,1,2,2,2,3,3,1,0,4,4,2,2,3,3,1,10,0,5,2,2,2,2,4,2,3,5,3,5,5,2,4,4,3,NA,4,5,7,2,4,1,4,4,3,9,10,0,3,4,2,1,2,3,2,4,3,4,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,NA,NA,2,4,2,3,4,10,10,7,1,4,1,NA,4,5,5,4,6,5,6,5,5,3,6,6,6,6,6,6,6,6
34864,NO,2,180,NA,86,8,1,3,4,4,3,2,1,3,1,2,5,3,4,4,NA,6,2,2,4,2,5,7,5,4,4,4,2,3,NA,3,4,2,5,3,5,6,6,1,4,4,5,1,5,3,6,2,5,4,2,4,1,2,5,1,3,4,2,2,2,2,NA,3,NA,2,4,4,2,4,NA,8,3,8,4,2,2,4,2,2,2,NA,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,3,3,1,NA,NA,1,1,1,2,1,8,0,2,4,2,2,5,2,6,2,6,3,2,3,4,5,2,5,2,6,3,4,3,6,2
39173,RU,1,540,300,46,11,5,6,5,1,1,4,2,3,3,8,8,8,9,7,5,3,3,8,8,9,8,7,6,3,2,2,4,1,5,4,4,4,9,9,8,6,2,0,1,4,3,2,10,0,0,1,1,4,3,4,3,4,4,5,3,3,2,2,1,2,NA,2,9,5,3,4,4,3,8,5,3,8,8,2,2,2,2,2,2,4,2,3,4,3,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,3,3,3,2,NA,NA,2,2,1,5,3,7,6,8,3,5,3,4,3,5,2,5,4,5,3,6,5,4,3,2,5,3,5,4,2,1
24810,IL,2,90,NA,41,12,1,3,5,9,4,1,1,1,1,5,5,7,5,5,4,0,2,10,5,5,5,5,7,4,1,1,3,1,NA,4,2,2,NA,3,8,10,5,1,3,4,5,1,10,0,10,1,7,1,4,1,3,3,1,NA,2,NA,NA,4,5,5,NA,3,0,0,1,4,3,5,4,5,5,10,4,2,3,4,3,4,4,2,3,4,4,2,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,4,4,3,3,NA,NA,1,2,5,5,1,10,10,1,1,4,2,5,5,6,2,5,5,6,2,5,6,4,6,2,5,6,6,4,6,2
38549,PT,2,300,NA,90,0,1,0,10,10,4,2,1,1,1,5,4,10,0,5,5,5,NA,5,5,5,5,5,5,4,2,3,4,1,5,4,1,2,5,5,0,5,7,0,2,3,2,3,5,5,10,7,7,3,3,3,4,4,3,NA,3,3,3,4,1,4,NA,4,5,5,3,3,4,4,2,0,0,10,5,3,4,4,4,4,4,5,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,3,3,3,3,4,NA,4,2,2,NA,NA,NA,4,2,6,2,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3839,CH,1,30,480,41,9,5,9,10,9,2,3,2,2,2,8,9,8,6,6,5,5,NA,3,8,7,6,7,9,2,2,5,1,4,3,2,2,2,7,7,3,8,6,3,2,3,5,1,10,7,3,2,5,2,4,4,2,2,4,1,4,3,4,3,3,3,NA,5,2,7,4,4,2,2,2,9,7,7,7,NA,4,5,4,2,4,3,2,3,4,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,2,2,1,3,1,8,7,4,3,6,2,5,5,6,3,6,6,4,6,6,5,4,4,5,6,4,6,6,2,5
15799,FI,2,90,NA,65,11,3,10,9,9,3,3,2,3,2,8,8,8,7,7,8,7,NA,10,7,9,9,9,9,4,2,5,2,2,8,2,2,2,7,8,7,9,4,2,4,3,4,1,10,8,7,2,7,4,4,2,1,2,4,1,3,4,3,2,2,2,NA,3,7,8,5,5,3,5,8,7,6,8,8,4,4,4,3,2,2,3,5,4,4,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,2,NA,2,1,3,1,9,8,3,4,1,1,5,2,1,5,1,NA,4,5,2,5,2,3,1,4,1,5,4,1,5
20666,HU,2,90,NA,58,12,3,8,5,4,2,2,2,2,2,4,8,8,3,3,6,7,3,1,3,3,4,4,4,4,2,3,4,2,3,3,2,1,3,5,3,8,3,3,3,3,4,1,9,7,3,2,1,2,NA,NA,4,4,2,4,3,3,4,4,3,2,NA,4,6,4,4,4,2,4,2,4,3,8,6,3,4,4,3,4,4,2,4,4,4,2,NA,NA,NA,2,3,3,NA,NA,NA,NA,NA,NA,3,3,3,3,3,2,1,1,4,5,1,5,4,10,4,5,4,5,5,4,3,4,2,4,4,5,5,3,4,4,3,5,5,3,5,4
34740,NO,2,30,NA,47,16,5,8,8,7,3,3,3,4,2,5,6,7,5,5,5,5,2,3,4,4,6,7,6,3,1,5,1,4,5,3,3,3,4,6,5,7,4,3,3,4,4,1,9,2,5,3,2,2,3,3,2,4,4,1,5,5,5,3,4,3,NA,3,4,4,3,5,2,2,3,7,5,8,7,4,4,4,2,3,2,2,2,2,3,2,NA,NA,NA,1,1,4,NA,NA,NA,NA,NA,NA,2,3,3,1,NA,NA,1,2,3,3,4,9,7,10,2,5,3,4,4,6,3,5,5,2,3,6,5,5,5,2,5,3,6,3,5,4
23058,IE,2,30,60,49,12,5,8,7,8,4,1,1,1,1,5,5,0,1,1,4,NA,NA,5,3,2,2,5,5,4,3,4,2,2,NA,3,1,3,5,5,5,9,3,4,3,3,4,1,7,4,6,5,7,4,NA,2,2,2,4,2,4,4,2,2,2,2,NA,2,5,5,3,3,4,4,9,7,7,10,10,5,4,4,3,5,4,2,4,4,4,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,2,5,1,3,0,0,NA,3,5,2,5,4,5,5,5,5,5,4,6,5,2,5,4,5,4,5,4,5,5
12108,EE,1,60,30,68,18,4,5,7,7,1,1,1,1,1,8,9,7,7,7,8,6,NA,7,5,5,9,7,6,3,2,4,4,2,6,3,3,3,3,7,3,8,1,0,1,4,5,1,9,9,0,1,1,3,4,2,2,4,3,3,4,4,3,1,1,2,NA,2,1,3,2,4,4,2,2,4,6,9,6,2,3,3,2,2,2,3,4,4,2,3,NA,NA,NA,NA,NA,NA,2,2,4,NA,NA,NA,3,2,2,2,2,4,2,1,2,5,2,1,0,7,4,5,3,2,1,5,4,3,4,6,5,6,4,2,6,4,5,1,3,5,3,4
24991,IL,1,60,300,23,12,5,5,5,4,2,1,1,1,1,6,0,7,3,6,0,2,NA,8,3,5,0,3,7,5,1,4,1,5,NA,4,1,1,1,1,1,7,7,3,2,4,4,1,10,2,3,1,1,1,3,1,1,5,5,3,5,4,4,2,2,1,NA,1,5,6,2,2,5,5,3,4,7,10,4,4,4,3,4,4,4,5,3,4,4,1,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,NA,NA,1,2,2,5,2,0,0,4,3,5,6,6,5,5,1,6,3,6,6,6,5,6,6,5,6,5,6,5,4,6
23135,IE,1,40,210,28,16,5,6,6,7,4,2,2,3,3,7,8,5,6,7,5,7,NA,7,8,7,8,6,9,4,2,5,1,5,10,3,3,3,7,8,8,8,5,3,3,3,5,1,8,7,5,6,6,4,3,2,1,2,3,4,4,3,3,2,1,1,NA,3,7,6,4,2,4,3,4,7,8,7,6,3,4,4,4,3,3,4,3,4,2,3,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,2,2,3,4,3,4,1,1,2,3,1,8,8,7,4,5,4,3,4,5,4,5,3,4,5,3,4,5,6,4,5,3,4,5,4,3
29471,IT,1,768,NA,70,5,1,2,2,NA,2,NA,NA,1,NA,0,6,6,5,NA,NA,NA,NA,7,NA,NA,NA,7,9,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,7,7,5,NA,2,2,1,2,7,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,4,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,3,NA,3,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43511,SI,2,30,60,51,12,5,3,3,5,4,2,1,2,1,3,6,8,3,2,8,3,2,6,4,6,4,8,7,5,2,4,4,4,5,3,3,3,4,4,4,8,2,2,1,2,3,1,9,8,7,5,6,2,4,2,NA,3,3,4,5,3,4,4,4,5,4,NA,NA,NA,4,5,2,3,NA,0,3,10,10,2,4,2,4,4,3,2,4,4,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,3,5,2,3,3,2,5,10,0,5,3,5,2,6,2,5,5,5,4,5,2,5,5,2,5,2,5,5,2,5,5,5
21880,HU,2,60,NA,68,16,1,5,6,6,2,2,2,2,2,7,9,9,5,5,7,7,3,2,6,4,6,6,5,4,2,3,4,2,4,3,2,2,4,6,4,7,2,1,1,3,3,1,8,7,1,1,1,2,NA,NA,2,4,3,4,2,2,2,3,2,3,NA,4,6,6,3,5,3,4,2,6,3,7,6,2,4,4,2,4,3,3,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,3,3,3,2,NA,2,2,5,2,6,5,7,3,3,4,5,4,5,3,4,3,5,3,5,5,4,3,2,4,2,5,5,5,5
43233,SI,1,30,NA,50,11,2,6,6,3,3,2,2,1,1,8,5,8,5,5,5,5,NA,NA,8,7,9,8,8,4,4,NA,3,2,5,3,3,3,5,5,5,6,2,4,2,3,4,1,7,4,7,3,2,3,3,4,1,2,4,1,4,4,4,4,3,4,NA,3,5,5,2,5,2,4,4,1,0,10,7,4,3,3,4,4,3,2,4,4,4,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,3,3,3,NA,NA,4,2,2,5,5,2,9,5,7,3,4,4,5,5,5,4,5,4,5,5,6,6,5,5,2,5,3,5,5,5,5
4928,CH,1,840,600,58,7,5,8,8,8,2,4,5,4,5,8,8,8,5,5,3,8,4,5,8,8,8,8,10,1,1,5,2,4,5,4,3,3,10,10,10,10,6,4,4,3,4,1,7,7,5,4,2,3,2,4,1,3,5,1,5,5,3,1,1,2,NA,2,1,2,4,4,5,2,1,7,4,0,5,2,4,3,2,2,2,2,3,2,2,2,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,NA,3,4,1,1,NA,NA,1,1,4,3,1,10,10,7,4,5,2,6,2,5,5,1,5,5,6,6,5,4,4,4,2,5,5,5,2,5
15213,FI,1,150,NA,63,14,1,7,7,4,2,1,1,1,1,0,8,10,1,0,2,6,NA,4,3,1,7,9,9,4,3,5,3,4,5,3,3,3,8,9,6,9,6,4,1,4,2,3,9,9,1,1,1,4,3,4,1,3,2,4,4,4,4,2,4,2,NA,4,5,8,3,3,2,3,3,5,5,8,8,4,2,4,3,4,3,NA,2,4,4,2,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,2,3,NA,3,3,3,NA,2,1,5,3,9,9,2,3,5,2,5,5,5,NA,2,5,2,3,5,5,4,5,3,3,2,5,5,2,5
40062,RU,2,60,NA,34,13,2,5,5,5,3,1,3,1,1,4,7,5,2,2,1,4,NA,5,5,5,5,3,NA,5,1,4,NA,1,NA,3,1,2,5,2,5,7,2,0,NA,3,3,1,9,3,5,2,NA,2,4,3,2,4,4,3,3,3,4,4,1,1,NA,2,0,5,NA,2,2,5,4,0,5,9,5,2,2,2,2,2,2,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,4,3,4,3,NA,NA,2,3,3,2,2,0,0,1,1,1,4,5,5,5,1,3,2,4,4,4,4,5,5,1,3,5,4,5,3,3
28558,IT,2,90,150,49,13,4,6,7,5,2,2,3,2,3,4,7,6,3,4,5,6,3,9,4,2,3,6,7,5,1,4,2,1,6,4,2,2,3,6,3,8,4,2,3,2,4,1,10,9,8,5,7,3,5,4,1,3,5,1,5,5,3,4,3,2,NA,3,3,7,5,5,4,4,6,7,2,6,6,3,3,4,3,2,2,3,4,3,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,3,3,1,1,4,3,2,6,3,8,3,5,3,5,4,4,4,3,3,2,3,4,4,4,6,1,5,4,5,5,5,3
32949,NL,2,60,240,23,17,4,5,6,6,2,3,3,3,3,7,7,8,7,7,7,7,NA,6,7,9,7,9,10,4,1,5,2,4,6,2,2,2,8,8,8,9,7,2,4,2,5,1,9,9,10,4,3,2,NA,4,1,1,4,3,5,5,1,5,5,5,NA,4,7,6,4,5,4,2,NA,8,10,10,5,2,4,4,2,3,3,2,3,2,2,1,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,2,3,NA,2,5,NA,NA,NA,1,3,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,5,6,5,6
37809,PL,2,30,NA,81,15,1,1,2,5,2,1,1,3,1,1,1,5,1,1,NA,NA,2,5,5,5,6,7,1,4,2,2,4,2,3,3,2,2,1,1,7,8,3,4,2,3,3,2,10,10,6,4,7,4,2,4,3,3,3,3,4,4,3,4,4,3,NA,3,7,7,2,4,4,4,3,5,3,9,5,3,4,4,4,2,2,2,4,2,4,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,4,NA,1,6,2,2,0,0,2,3,4,5,5,5,5,4,5,5,5,4,4,5,4,5,2,5,5,5,5,5,2
43097,SI,2,40,NA,88,4,1,5,7,5,3,1,1,1,1,NA,NA,7,1,NA,NA,NA,NA,NA,3,5,5,NA,8,NA,2,1,1,NA,NA,3,3,3,5,5,5,5,1,2,1,1,2,3,8,0,10,1,7,4,3,4,NA,NA,3,NA,4,4,4,1,1,1,NA,1,NA,NA,3,3,NA,NA,NA,0,0,9,5,NA,NA,NA,NA,4,4,2,4,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1737,AT,2,30,NA,66,8,1,7,8,7,2,2,2,2,2,7,8,8,5,4,2,3,3,4,7,6,7,7,8,4,3,3,NA,2,4,2,2,2,5,4,4,8,5,4,2,3,4,1,9,4,8,5,7,3,3,3,2,2,5,1,5,4,4,3,3,2,NA,3,4,4,3,5,4,5,2,6,4,10,10,2,5,3,3,2,2,3,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,NA,2,2,2,3,NA,NA,2,1,1,9,9,2,3,4,2,5,4,6,3,4,4,6,3,5,6,3,6,2,6,4,5,5,6,3
39600,RU,1,150,300,20,12,5,3,4,2,2,2,3,2,3,0,0,0,3,1,2,2,3,8,3,2,3,6,3,5,2,4,5,1,7,2,2,2,10,0,0,8,6,2,3,3,4,1,10,2,1,2,1,1,4,5,2,2,3,3,4,4,2,3,1,3,NA,2,0,2,4,5,2,5,2,4,1,10,10,3,3,2,2,1,1,2,2,4,4,1,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,NA,NA,NA,2,4,4,NA,NA,NA,5,3,5,5,6,6,6,5,4,6,4,5,6,6,6,5,3,5,6,6,6,6,4
32344,LT,2,360,NA,71,10,1,5,5,5,3,1,1,1,NA,5,6,7,4,3,5,4,NA,5,5,5,4,4,4,5,3,3,NA,2,5,4,4,2,7,7,7,5,6,0,3,2,3,2,9,5,8,5,7,3,4,4,NA,3,4,2,5,5,3,4,4,3,NA,3,5,5,1,4,3,4,8,4,4,8,5,3,2,2,2,3,3,2,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,3,3,3,NA,3,NA,NA,1,3,2,7,3,1,1,4,2,5,5,5,4,5,4,3,2,4,4,4,5,3,4,4,4,4,4,2
10029,DE,1,180,480,43,13,5,5,4,1,3,1,3,1,2,2,1,3,1,1,1,1,NA,7,6,2,1,6,8,5,3,4,2,3,3,3,2,2,3,4,2,7,5,4,4,2,3,3,3,7,0,1,1,1,4,2,2,3,4,2,4,4,3,3,3,3,NA,3,3,2,3,4,4,4,6,3,3,10,8,3,2,2,2,3,3,2,3,4,4,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,2,3,1,1,4,3,5,10,4,6,4,5,3,5,2,5,5,2,5,4,5,5,5,4,6,2,5,5,6,5,5,4
19860,GB,2,120,NA,NA,9,1,0,1,7,2,3,1,2,1,3,8,9,1,0,0,NA,NA,8,0,2,NA,NA,8,4,2,4,2,4,NA,4,2,2,1,1,6,7,3,1,2,1,2,2,10,0,8,4,6,4,NA,2,4,4,2,1,3,2,NA,5,3,NA,NA,2,NA,NA,1,3,2,4,NA,1,1,10,8,NA,NA,NA,NA,4,4,1,3,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,3,3,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA,2,1,1,6,1,5,2,5,3,6,2,5,6,1,5,2,5,1,5,3,5,1
41316,RU,1,0,NA,21,12,3,3,4,3,4,1,1,1,1,5,5,5,5,0,0,0,3,10,2,4,1,0,3,4,2,5,2,4,1,2,1,1,0,0,0,10,4,1,2,4,4,2,10,5,6,1,7,2,4,4,2,2,2,4,4,4,3,4,4,1,NA,NA,NA,NA,4,4,4,4,NA,0,0,10,10,4,2,2,4,5,5,2,5,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,3,3,3,NA,NA,3,1,1,3,1,0,0,NA,2,6,5,6,4,6,3,3,6,6,6,6,4,5,4,3,2,4,5,6,6,4
15969,FI,1,15,60,50,11,5,8,9,9,1,2,1,3,2,5,8,9,4,3,3,6,2,7,7,5,4,6,8,4,1,4,2,2,3,2,2,2,4,2,2,9,5,2,1,4,4,1,10,2,3,2,2,3,4,4,2,3,4,3,2,2,4,3,4,1,NA,1,3,3,3,2,2,4,3,7,6,9,7,3,4,4,3,2,2,3,2,4,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3,2,2,2,1,1,7,5,8,4,5,1,6,3,5,4,5,4,6,2,4,4,4,4,3,6,5,4,5,4,5
29800,IT,2,1125,NA,67,8,3,2,3,3,2,2,3,2,3,2,4,5,2,3,6,6,3,8,2,3,4,2,4,5,4,1,1,1,2,2,2,2,2,3,2,4,6,3,3,3,4,1,10,3,7,4,7,2,5,3,2,4,NA,2,4,4,5,3,4,2,NA,3,2,2,2,4,1,4,7,3,2,9,4,2,4,3,5,4,4,3,5,2,5,2,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,3,3,4,2,2,1,NA,2,2,2,3,8,7,3,3,3,2,3,5,6,2,5,3,2,4,5,5,5,6,2,6,6,6,6,6,5
24289,IE,1,60,NA,64,18,2,NA,5,5,2,2,2,2,3,4,0,0,3,3,1,4,2,4,6,1,5,2,0,5,1,5,1,3,0,4,3,3,5,5,5,3,4,1,3,3,4,1,10,10,0,1,1,5,5,5,2,3,4,3,3,5,3,3,3,1,NA,3,2,2,1,4,4,4,3,6,7,10,5,5,5,4,3,5,5,3,5,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,4,3,2,3,3,1,1,4,4,3,10,9,8,4,3,4,4,5,6,4,4,4,4,4,5,5,4,5,3,4,5,5,6,5,2
39070,PT,1,120,360,34,12,5,5,7,3,2,2,4,2,1,3,4,7,1,5,6,8,3,3,4,5,7,5,3,5,2,4,4,2,3,4,2,3,7,4,3,6,7,4,3,4,4,1,10,7,3,3,1,4,5,4,1,2,4,1,5,5,1,3,4,2,NA,2,3,5,1,4,2,4,NA,2,3,8,9,4,2,2,2,5,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,3,3,2,3,3,4,2,3,3,2,4,8,5,8,3,4,4,4,4,4,4,4,4,4,4,4,5,3,4,2,4,4,5,5,5,5
20820,HU,1,120,NA,76,16,3,7,6,5,3,3,3,4,4,7,7,7,7,7,7,7,NA,7,5,6,7,7,7,5,5,5,5,5,6,3,1,1,6,8,7,6,6,2,3,3,4,1,6,7,4,1,1,1,NA,NA,4,1,3,5,5,5,5,2,2,2,NA,3,6,6,5,5,1,4,1,6,7,7,7,5,4,4,4,5,5,1,4,4,4,1,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,4,1,2,2,3,3,9,7,4,3,4,4,4,5,4,4,4,5,5,4,4,5,5,4,4,4,5,4,5,4,5
2931,BE,2,420,420,27,12,5,3,3,2,3,2,2,2,2,4,5,5,3,5,4,3,2,5,5,5,5,3,8,4,1,5,1,3,2,3,3,3,2,4,5,3,6,4,4,3,4,1,8,6,0,1,1,4,NA,3,1,4,4,2,4,4,4,3,4,2,NA,4,3,4,2,3,3,2,8,2,6,7,7,2,3,4,3,3,3,3,4,3,4,2,NA,NA,NA,3,3,4,NA,NA,NA,NA,NA,NA,2,4,2,2,3,3,3,2,4,2,1,0,0,6,2,4,2,5,3,5,5,4,5,5,5,5,5,4,5,4,4,4,6,5,1,5
